Request_ID,Customer_ID,Product_ID,Created_At,Available_At,Request_Type,Requirement_Text,Decision_At,Status,Outcome_Text,Owner_Unit,Source_System
PDR-000101,C_385862,P_275491,2020-05-15,2020-05-15,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000102,C_117580,P_769459,2020-10-16,2020-10-16,بهبود شید رنگ,پایداری شید رنگ در بچ,2021-01-07,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000103,C_717003,P_964660,2021-11-10,2021-11-11,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 280 کیلوگرم است.,2022-02-20,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000104,C_815913,P_645213,2020-09-17,2020-09-17,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 204 کیلوگرم است.,2020-10-08,فنی رد,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000105,C_117580,P_603156,2020-06-23,2020-06-24,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 88 کیلوگرم است.,2020-08-03,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000106,C_535756,P_639522,2021-05-18,2021-05-19,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 401 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000107,C_871835,P_119618,2022-08-07,2022-08-09,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 89 کیلوگرم است.,2022-11-06,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000108,C_746892,P_534122,2020-07-13,2020-07-14,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 462 کیلوگرم است.,2020-10-21,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000109,C_317124,P_890872,2021-06-12,2021-06-14,بسته,ابعاد و چیدمان بسته,2021-07-11,نمونه تأیید,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000110,C_806376,P_700346,2021-09-15,2021-09-15,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 160 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000111,C_683666,P_RARE_Product_Family_03,2020-12-11,2020-12-13,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 481 کیلوگرم است.,2021-03-03,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000112,C_117580,P_RARE_Product_Family_02,2020-09-18,2020-09-20,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 222 کیلوگرم است.,2020-11-08,فنی رد,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000113,C_683666,P_RARE_Product_Family_03,2020-12-27,2020-12-28,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 362 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000114,C_806376,P_047794,2021-07-17,2021-07-19,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 409 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000115,C_150182,P_277759,2022-05-23,2022-05-24,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 173 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000116,C_746892,P_RARE_Product_Family_03,2022-01-17,2022-01-18,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 61 کیلوگرم است.,2022-03-21,فنی رد,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000117,C_512037,P_490196,2020-12-16,2020-12-16,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 333 کیلوگرم است.,2021-01-28,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000118,C_672256,P_RARE_Product_Family_03,2020-08-13,2020-08-15,بسته,ابعاد و چیدمان بسته,2020-11-01,درحال توسعه,بررسی فنی و برنامه,تحقیق,PLM_REQUESTS
PDR-000119,C_862106,P_RARE_Product_Family_03,2021-08-07,2021-08-08,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 467 کیلوگرم است.,2021-10-06,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000120,C_683666,P_RARE_Product_Family_03,2020-08-08,2020-08-09,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000121,C_705680,P_444447,2020-04-15,2020-04-17,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 70 کیلوگرم است.,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000122,C_746892,P_548156,2020-12-14,2020-12-14,بسته,ابعاد و چیدمان بسته,2021-01-14,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000123,C_745897,P_417970,2020-04-10,2020-04-11,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 90 کیلوگرم است.,2020-05-31,فنی رد,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000124,C_101842,P_RARE_Product_Family_03,2021-05-26,2021-05-28,بسته,ابعاد و چیدمان بسته,2021-08-05,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000125,C_317124,P_003511,2022-04-24,2022-04-24,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 284 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000126,C_328979,P_RARE_Product_Family_03,2021-02-19,2021-02-20,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 283 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000127,C_806376,P_RARE_Product_Family_02,2021-11-16,2021-11-18,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 295 کیلوگرم است.,2021-12-26,فنی رد,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000128,C_512037,P_490196,2020-11-20,2020-11-22,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 230 کیلوگرم است.,2021-03-04,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000129,C_245948,P_011998,2020-12-15,2020-12-15,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 387 کیلوگرم است.,2021-01-18,نمونه تأیید,بررسی فنی و برنامه,برنامه,PLM_REQUESTS
PDR-000130,C_624339,P_559926,2020-09-08,2020-09-09,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 59 کیلوگرم است.,2020-11-11,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000131,C_050237,P_RARE_Product_Family_03,2020-11-27,2020-11-27,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 316 کیلوگرم است.,2021-01-10,نمونه تأیید,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000132,C_826339,P_556066,2021-08-29,2021-08-31,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 193 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000133,C_444616,P_RARE_Product_Family_04,2020-12-16,2020-12-17,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 166 کیلوگرم است.,2021-03-21,نمونه تأیید,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000134,C_937594,P_983543,2021-12-18,2021-12-20,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
PDR-000135,C_749821,P_693439,2022-05-31,2022-06-01,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 118 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000136,C_888956,P_830231,2022-05-26,2022-05-26,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 261 کیلوگرم است.,2022-09-06,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000137,C_113139,P_851715,2022-03-06,2022-03-08,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 429 کیلوگرم است.,2022-05-28,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000138,C_683666,P_611957,2020-11-30,2020-12-02,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 51 کیلوگرم است.,2021-02-24,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000139,C_633661,P_RARE_Product_Family_03,2021-01-07,2021-01-08,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 399 کیلوگرم است.,2021-03-14,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000140,C_357434,P_RARE_Product_Family_03,2021-04-16,2021-04-18,بسته,ابعاد و چیدمان بسته,2021-05-30,نمونه تأیید,بررسی فنی و برنامه,کنترل کیفیت,PLM_REQUESTS
PDR-000141,C_155990,P_RARE_Product_Family_03,2020-11-24,2020-11-24,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 269 کیلوگرم است.,2021-01-26,فنی رد,نمونه برای آزمون مشتری آماده شد.,تحقیق,PLM_REQUESTS
PDR-000142,C_245948,P_RARE_Product_Family_04,2021-07-14,2021-07-14,بهبود استحکام,افزایش استحکام برای کاهش پارگی در سرعت بالاتر درخواست شد. حجم نمونه پیشنهادی 192 کیلوگرم است.,,درحال بررسی,,تحقیق,PLM_REQUESTS
PDR-000143,C_683666,P_RARE_Product_Family_03,2020-09-14,2020-09-15,تغییر تعداد فیلامنت,تعداد فیلامنت متفاوت برای رسیدن به پوشش بهتر درخواست شد. حجم نمونه پیشنهادی 475 کیلوگرم است.,2020-10-08,فنی رد,نمونه برای آزمون مشتری آماده شد.,برنامه,PLM_REQUESTS
PDR-000144,C_683666,P_RARE_Product_Family_03,2022-05-02,2022-05-03,بسته,ابعاد و چیدمان بسته,2022-06-26,درحال توسعه,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000145,C_317124,P_RARE_Product_Family_03,2022-08-06,2022-08-08,تغییر دنیر,مشتری دنیر میانی برای محصول جدید خود درخواست کرده است. حجم نمونه پیشنهادی 137 کیلوگرم است.,,درحال بررسی,,کنترل کیفیت,PLM_REQUESTS
PDR-000146,C_594561,P_RARE_Product_Family_01,2022-05-28,2022-05-30,کاهش پرز,کاهش پرز و یکنواختی بهتر در فرایند بعدی مورد انتظار است. حجم نمونه پیشنهادی 206 کیلوگرم است.,2022-06-12,درحال توسعه,نتیجه بررسی فنی و برنامه اقدام ثبت شد.,تحقیق,PLM_REQUESTS
PDR-000147,C_633661,P_850562,2021-09-09,2021-09-09,بسته,ابعاد و چیدمان بسته,2021-10-14,فنی رد,نمونه برای آزمون مشتری آماده شد.,کنترل کیفیت,PLM_REQUESTS
PDR-000148,C_900728,P_970810,2020-06-18,2020-06-18,بسته,ابعاد و چیدمان بسته,,درحال بررسی,,برنامه,PLM_REQUESTS
