Interaction_ID,Record_Version,Customer_ID,Product_ID,Event_Time,Available_At,Updated_At,Interaction_Type,Summary_Text,Next_Action,Record_Status,Source_System,Sales_Rep_ID
INT-0000087,2,C_023073,P_427361,2021-07-11,2021-07-11,2021-07-13,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0127. اطلاعات تکمیلی ثبت شد.,جلسه قیمت,اصلاح,CRM_ACTIVITIES,REP-006
INT-0000088,1,C_023073,P_257054,2020-09-13,2020-09-14,2020-09-14,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0129.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000089,1,C_023073,P_150094,2021-08-13,2021-08-15,2021-08-15,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0131.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000090,1,C_027096,P_235676,2020-05-24,2020-05-26,2020-05-26,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0127.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000091,1,C_027096,,2020-10-29,2020-10-30,2020-10-30,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0129.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000092,1,C_027096,P_003843,2020-03-16,2020-03-17,2020-03-17,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0131.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000093,1,C_027096,P_003843,2020-08-12,2020-08-12,2020-08-12,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0133.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000094,1,C_027096,,2020-09-15,2020-09-15,2020-09-15,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0137.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000095,1,C_028208,P_975626,2021-01-28,2021-01-30,2021-01-30,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0132.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000096,1,C_028208,P_975626,2020-12-02,2020-12-04,2020-12-04,پیگیری سفارش,زمان,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000097,1,C_028208,,2021-01-01,2021-01-02,2021-01-02,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0139.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000098,1,C_028208,P_975626,2020-12-04,2020-12-04,2020-12-04,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0141.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000099,1,C_028208,P_975626,2021-01-31,2021-02-02,2021-02-02,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0143.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000100,1,C_029626,,2020-07-18,2020-07-20,2020-07-20,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0140.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000101,1,C_029626,,2020-08-31,2020-09-01,2020-09-01,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: فوری؛ کد پیگیری 0142.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000102,1,C_029626,P_339338,2020-07-31,2020-07-31,2020-07-31,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0145.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000103,1,C_029626,P_339338,2020-09-13,2020-09-15,2020-09-15,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0147.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000104,1,C_029626,P_339338,2020-08-13,2020-08-14,2020-08-14,نمونه محصول,مشخصات نمونه و شرایط آزمون با مشتری هماهنگ شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0149.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000105,1,C_031511,,2022-05-23,2022-05-23,2022-05-23,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0146.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000106,1,C_031511,,2022-07-06,2022-07-08,2022-07-08,خدمات فنی,نیاز به بازدید فنی و تنظیم پارامترهای مصرف مطرح شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0148.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000107,1,C_031511,P_285147,2022-06-05,2022-06-06,2022-06-06,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0150.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000108,1,C_031511,P_285147,2022-06-20,2022-06-21,2022-06-21,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0153.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000109,1,C_031511,P_285147,2022-08-03,2022-08-03,2022-08-03,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0158.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000110,1,C_034287,,2020-06-30,2020-07-01,2020-07-01,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: جلسه قیمت؛ فوریت: فوری؛ کد پیگیری 0152.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000111,1,C_034287,,2020-08-09,2020-08-11,2020-08-11,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0156.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000112,1,C_034287,P_061764,2020-09-09,2020-09-09,2020-09-09,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: پیگیری تلفنی؛ فوریت: عادی؛ کد پیگیری 0159.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000113,1,C_034287,P_958772,2020-05-04,2020-05-05,2020-05-05,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: فوری؛ کد پیگیری 0162.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000114,1,C_034287,P_487520,2020-05-12,2020-05-12,2020-05-12,نمونه محصول,نمونه محصول جدید برای آزمون خط مشتری درخواست شد. اقدام بعدی: بازدید فنی؛ فوریت: فوری؛ کد پیگیری 0164.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-002
INT-0000115,1,C_035154,P_228625,2021-09-10,2021-09-11,2021-09-11,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0160.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000116,1,C_035154,P_228625,2021-07-28,2021-07-30,2021-07-30,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0163.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000117,1,C_035154,P_228625,2021-08-28,2021-08-28,2021-08-28,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0166.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000118,1,C_035154,P_228625,2021-08-07,2021-08-07,2021-08-07,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0168.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000119,1,C_035154,P_228625,2021-09-07,2021-09-08,2021-09-08,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0169. اطلاعات تکمیلی در نسخه دوم ثبت شد.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-005
INT-0000120,1,C_035718,,2020-06-07,2020-06-07,2020-06-07,قیمت و تخفیف,مشتری درخواست بازنگری قیمت برای حجم بالاتر مطرح کرد. اقدام بعدی: ارسال نمونه؛ فوریت: عادی؛ کد پیگیری 0167.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000121,1,C_035718,P_970810,2020-05-07,2020-05-09,2020-05-09,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0169.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000122,1,C_035718,P_427873,2020-05-25,2020-05-27,2020-05-27,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بازدید فنی؛ فوریت: مهم؛ کد پیگیری 0172.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000123,1,C_035718,,2020-04-24,2020-04-25,2020-04-25,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0175.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000124,1,C_035718,P_542809,2020-02-25,2020-02-26,2020-02-26,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: بازدید فنی؛ فوریت: عادی؛ کد پیگیری 0177.,بازدید فنی,ثبت اولیه,CRM_ACTIVITIES,REP-007
INT-0000125,1,C_039413,P_906847,2020-06-11,2020-06-11,2020-06-11,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0173.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000126,1,C_039413,,2020-01-29,2020-01-29,2020-01-29,قیمت و تخفیف,شرایط قیمت و تخفیف پلکانی با مشتری مرور شد. اقدام بعدی: بدون اقدام؛ فوریت: مهم؛ کد پیگیری 0176.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000127,1,C_039413,P_RARE_Product_Family_02,2020-03-13,2020-03-15,2020-03-15,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0178.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000127,2,C_039413,P_RARE_Product_Family_02,2020-03-13,2020-03-15,2020-03-19,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0178. اطلاعات تکمیلی ثبت شد.,جلسه قیمت,اصلاح,CRM_ACTIVITIES,REP-001
INT-0000128,1,C_039413,P_906847,2020-06-30,2020-07-02,2020-07-02,برنامه خرید,مشتری برنامه تقریبی خرید دوره بعد را اعلام کرد. اقدام بعدی: ارسال نمونه؛ فوریت: مهم؛ کد پیگیری 0180.,ارسال نمونه,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000129,1,C_039413,P_906847,2020-05-30,2020-05-31,2020-05-31,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0181. اطلاعات تکمیلی در نسخه دوم ثبت شد.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-001
INT-0000130,1,C_040673,P_676495,2021-03-29,2021-03-31,2021-03-31,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: بدون اقدام؛ فوریت: عادی؛ کد پیگیری 0179.,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000131,1,C_040673,P_850083,2021-02-13,2021-02-13,2021-02-13,برنامه خرید,برآورد خرید ماه آینده و محدودیت ظرفیت مشتری بررسی شد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0181.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000132,1,C_040673,,2020-03-01,2020-03-01,2020-03-01,پیگیری سفارش,مشتری درباره زمان تحویل سفارش جاری پیگیری کرد. اقدام بعدی: جلسه قیمت؛ فوریت: عادی؛ کد پیگیری 0183.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000133,1,C_040673,P_850083,2021-07-23,2021-07-24,2021-07-24,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0186.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000134,1,C_040673,P_028268,2021-09-20,2021-09-21,2021-09-21,وصول مطالبات,مشتری برنامه تسویه مرحله,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000134,2,C_040673,P_028268,2021-09-20,2021-09-21,2021-09-28,وصول مطالبات,مشتری برنامه تسویه مرحله,بدون اقدام,اصلاح,CRM_ACTIVITIES,REP-006
INT-0000135,1,C_040673,,2020-04-02,2020-04-04,2020-04-04,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0193.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-006
INT-0000136,1,C_042732,P_RARE_Product_Family_01,2022-06-05,2022-06-07,2022-06-07,کیفیت محصول,مشتری درباره یکنواختی محصول سؤال داشت و نمونه برای بررسی ثبت شد. اقدام بعدی: پیگیری تلفنی؛ فوریت: مهم؛ کد پیگیری 0186.,پیگیری تلفنی,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000137,1,C_042732,P_RARE_Product_Family_01,2021-11-10,2021-11-10,2021-11-10,وصول مطالبات,مشتری برنامه تسویه مرحله,بدون اقدام,ثبت اولیه,CRM_ACTIVITIES,REP-004
INT-0000138,1,C_042732,,2022-03-12,2022-03-12,2022-03-12,کیفیت محصول,بازخورد کیفی مشتری دریافت و برای بررسی فنی ارجاع شد. اقدام بعدی: جلسه قیمت؛ فوریت: مهم؛ کد پیگیری 0193.,جلسه قیمت,ثبت اولیه,CRM_ACTIVITIES,REP-004
